@relation lunar_lander

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute score numeric
@attribute magnitude_velocity numeric
@attribute both_legs_contact {0,1}
@attribute angle_velocity numeric
@attribute action {0,1,2,3}

@data
-0.01108083687722683,1.40640389919281,-0.5655403137207031,-0.10211920738220215,0.014349181205034256,0.15926048159599304,0,0,-1.430413778736322,0.5746861586106511,0,0.0022852574475109577,1
-0.01673908159136772,1.4040039777755737,-0.5759925246238708,-0.10679561644792557,0.02439955063164234,0.2010260820388794,0,0,-3.3433955521114718,0.5858094138973063,0,0.004904945846647024,1
-0.022463034838438034,1.4015129804611206,-0.5842095017433167,-0.11094178259372711,0.03608730807900429,0.23377668857574463,0,0,-5.18516968935992,0.5946501884843127,0,0.008436371572315693,1
-0.028249740600585938,1.3989171981811523,-0.5920687317848206,-0.11574237048625946,0.049347348511219025,0.2652255892753601,0,0,-7.154675996048634,0.6032757822622348,0,0.013088179752230644,1
-0.034121036529541016,1.3962091207504272,-0.6026771664619446,-0.12094369530677795,0.06473813205957413,0.3078439235687256,0,0,-9.607803500584987,0.6146927159703343,0,0.01992924138903618,1
-0.04005737230181694,1.3933908939361572,-0.6108214855194092,-0.12609520554542542,0.08176609873771667,0.3405910134315491,0,0,-11.97547992694313,0.6237009376235038,0,0.027848798781633377,1
-0.04605865478515625,1.3904669284820557,-0.618912398815155,-0.13108807802200317,0.10041813552379608,0.3730752766132355,0,0,-14.491146639714222,0.6326425818740173,0,0.03746352344751358,1
-0.05197753757238388,1.3874703645706177,-0.6085115671157837,-0.13437967002391815,0.11694128066301346,0.3304929733276367,0,0,-14.947883110935056,0.6231726875155451,0,0.038648270070552826,3
-0.057828426361083984,1.3843986988067627,-0.599899411201477,-0.13775326311588287,0.13169655203819275,0.2951328456401825,0,0,-15.403586670988448,0.6155122159865855,0,0.038867976516485214,3
-0.06361589580774307,1.3812538385391235,-0.5918729901313782,-0.14097711443901062,0.14479131996631622,0.26191946864128113,0,0,-15.746145760628181,0.6084309136064073,0,0.037923663854599,3
-0.06931571662425995,1.3780286312103271,-0.5808383226394653,-0.1444353461265564,0.15564043819904327,0.21700243651866913,0,0,-15.57596110676455,0.5985271366806391,0,0.03377435356378555,3
-0.07493314892053604,1.3747164011001587,-0.5704859495162964,-0.14814500510692596,0.1643965244293213,0.1751377135515213,0,0,-15.26823330751149,0.5894074500041218,0,0.02879203110933304,3
-0.08048353344202042,1.3713195323944092,-0.5620707273483276,-0.15176016092300415,0.17143911123275757,0.14086481928825378,0,0,-14.973774561505858,0.5821981254832481,0,0.024149740114808083,3
-0.08594999462366104,1.3678423166275024,-0.5515137910842896,-0.1551143229007721,0.17632950842380524,0.09781676530838013,0,0,-14.250260626239232,0.5729117797874335,0,0.017247982323169708,3
-0.09135361015796661,1.3642845153808594,-0.5436094999313354,-0.15851053595542908,0.1795962005853653,0.06533984839916229,0,0,-13.620517250935512,0.5662480626694167,0,0.011734788306057453,3
-0.0966855064034462,1.3606575727462769,-0.5345652103424072,-0.1613672375679016,0.1809782087802887,0.027642792090773582,0,0,-12.677780390228097,0.5583899599748059,0,0.005002743098884821,3
-0.10194902122020721,1.356958270072937,-0.5259522199630737,-0.16436083614826202,0.18057172000408173,-0.008130678907036781,0,0,-11.60111624908325,0.551035585592232,0,-0.0014681706670671701,3
-0.10714845359325409,1.353171706199646,-0.5179165601730347,-0.1680467575788498,0.17853915691375732,-0.04065488651394844,0,0,-10.436495437447064,0.5444972527069478,0,-0.007258489262312651,3
-0.11228294670581818,1.3493170738220215,-0.5097294449806213,-0.17087465524673462,0.17479373514652252,-0.07491569966077805,0,0,-9.060365776389686,0.5376078841148577,0,-0.013094794936478138,3
-0.11732473224401474,1.3453893661499023,-0.4980698227882385,-0.1738634556531906,0.16866329312324524,-0.12261970341205597,0,0,-7.1223201897687405,0.5275434045425801,0,-0.020681442692875862,3
-0.12228765338659286,1.3413742780685425,-0.48819059133529663,-0.17755158245563507,0.160547137260437,-0.1623377501964569,0,0,-5.178070714547683,0.5194753172171961,0,-0.02606286108493805,3
-0.12716884911060333,1.3372752666473389,-0.47794875502586365,-0.18111146986484528,0.15036584436893463,-0.20364442467689514,0,0,-2.9908250825914657,0.5111128736490921,0,-0.03062116540968418,3
-0.13196563720703125,1.333107829093933,-0.4673134684562683,-0.18402232229709625,0.13800615072250366,-0.2472158968448639,0,0,-0.5292040061070731,0.5022410594814716,0,-0.03411731496453285,3
-0.13667745888233185,1.3288722038269043,-0.45657873153686523,-0.18695573508739471,0.1234537810087204,-0.29107382893562317,0,0,2.1569826608299043,0.49337265588760687,0,-0.03593416512012482,3
-0.1413063108921051,1.3245428800582886,-0.4461458623409271,-0.1911087930202484,0.10682093352079391,-0.3326569199562073,0,0,4.974455785256746,0.48535420284666,0,-0.03553472459316254,3
-0.14584818482398987,1.320142388343811,-0.4351705014705658,-0.19432757794857025,0.08795838803052902,-0.3772510588169098,0,0,8.095738912011637,0.4765884673751485,0,-0.03318239375948906,3
-0.15046291053295135,1.3156447410583496,-0.44426101446151733,-0.19897407293319702,0.07092047482728958,-0.34075838327407837,0,0,9.14538829470028,0.48678386736360413,0,-0.02416674606502056,1
-0.15515021979808807,1.3110435009002686,-0.4533610939979553,-0.20384138822555542,0.055715348571538925,-0.30410245060920715,0,0,10.009252490032267,0.4970790510027793,0,-0.016943173483014107,1
-0.16002807021141052,1.307372808456421,-0.47169169783592224,-0.1626170128583908,0.03980617970228195,-0.31818321347236633,0,0,11.420595805373917,0.4989362069349367,0,-0.012665658257901669,2
-0.16496992111206055,1.3036022186279297,-0.47970443964004517,-0.1672474443912506,0.025505375117063522,-0.2860162556171417,0,0,12.225056510849525,0.5080236729452641,0,-0.007294951938092709,1
-0.1700058877468109,1.2997329235076904,-0.49150991439819336,-0.1718054711818695,0.013570542447268963,-0.23869688808918,0,0,12.443218055087556,0.5206717971798495,0,-0.003239246318116784,1
-0.17512941360473633,1.2957594394683838,-0.5024772882461548,-0.17654599249362946,0.0038341691251844168,-0.19472748041152954,0,0,12.521401002415049,0.5325898216947412,0,-0.0007466180832125247,1
-0.18035154044628143,1.2916803359985352,-0.5148704051971436,-0.18129636347293854,-0.0034196304623037577,-0.14507578313350677,0,0,11.539170561268438,0.5458570543138576,0,0.0004961055819876492,1
-0.18564024567604065,1.2874984741210938,-0.523215115070343,-0.18588121235370636,-0.009002567268908024,-0.11165885627269745,0,0,10.3510120118381,0.5552529958208755,0,0.0010052163852378726,1
-0.19100208580493927,1.2832094430923462,-0.5323777794837952,-0.19065171480178833,-0.012752136215567589,-0.07499154657125473,0,0,9.26942571732176,0.5654857917319507,0,0.000956302392296493,1
-0.196437269449234,1.2788147926330566,-0.5415911674499512,-0.19533929228782654,-0.014658519066870213,-0.03812757879495621,0,0,8.376458513130112,0.5757416234038566,0,0.000558893836569041,1
-0.20196905732154846,1.2743206024169922,-0.5537021160125732,-0.19972890615463257,-0.014140141196548939,0.010367454960942268,0,0,7.468852144952915,0.588623527865251,0,-0.00014659727457910776,1
-0.20757818222045898,1.2697285413742065,-0.5634086728096008,-0.2040761262178421,-0.011678236536681652,0.04923824593424797,0,0,6.988634452868023,0.5992298478313623,0,-0.0005750159034505486,1
-0.21308454871177673,1.2664787769317627,-0.5535580515861511,-0.14441663026809692,-0.008793577551841736,0.057693131268024445,0,0,9.921960234174314,0.5720862670632433,0,-0.0005073290085420012,2
-0.21866635978221893,1.263139247894287,-0.563025176525116,-0.14840342104434967,-0.004011960234493017,0.09563237428665161,0,0,9.588524307248287,0.5822550452174701,0,-0.00038367329398170114,1
-0.2243376225233078,1.259691834449768,-0.5742473006248474,-0.1532096564769745,0.003016290720552206,0.14056499302387238,0,0,8.691630742203042,0.5943342145530656,0,0.00042398489313200116,1
-0.23007282614707947,1.2561466693878174,-0.5822659730911255,-0.15760605037212372,0.011650449596345425,0.17268326878547668,0,0,7.1566454018933685,0.6032191415554353,0,0.0020118376705795527,1
-0.2359016388654709,1.2525131702423096,-0.5940033197402954,-0.16161701083183289,0.02263360098004341,0.21966293454170227,0,0,5.041308307733571,0.6155972818243981,0,0.004971763119101524,1
-0.24180817604064941,1.2487761974334717,-0.6037571430206299,-0.1663380265235901,0.035572901368141174,0.258786141872406,0,0,2.9082187323790545,0.6262515649756942,0,0.00920577347278595,1
-0.24777750670909882,1.2449349164962769,-0.6116348505020142,-0.1711263209581375,0.050094954669475555,0.2904408574104309,0,0,0.8007787512451623,0.6351231433831511,0,0.014549621380865574,1
-0.25384148955345154,1.2409851551055908,-0.6234976053237915,-0.176198810338974,0.06700366735458374,0.3381742835044861,0,0,-1.9321593652192894,0.6479161246155396,0,0.02265891805291176,1
-0.2599741518497467,1.2369297742843628,-0.6321017146110535,-0.18118374049663544,0.08564796298742294,0.3728860020637512,0,0,-4.518023230856723,0.6575561875822691,0,0.031936924904584885,1
-0.266200453042984,1.232764720916748,-0.6438219547271729,-0.18645474314689636,0.1066608726978302,0.42025837302207947,0,0,-7.643834109882073,0.6702776039483578,0,0.044825125485658646,1
-0.27234530448913574,1.228517770767212,-0.6335504055023193,-0.1902288943529129,0.12560546398162842,0.37889212369918823,0,0,-8.406316210662816,0.6614931102431373,0,0.04759092256426811,3
-0.2783936858177185,1.2241923809051514,-0.6213951110839844,-0.1937175840139389,0.14209485054016113,0.32978731393814087,0,0,-8.735467579885514,0.6508904446768901,0,0.04686107859015465,3
-0.28434935212135315,1.219799518585205,-0.6096864938735962,-0.19665049016475677,0.15618810057640076,0.28186532855033875,0,0,-8.852919138208325,0.6406161377456631,0,0.04402400925755501,3
-0.29021143913269043,1.2153452634811401,-0.5978575348854065,-0.19923155009746552,0.167838454246521,0.23300743103027344,0,0,-8.705427250586341,0.6301800167142988,0,0.03910760581493378,3
-0.2959783971309662,1.2108126878738403,-0.5859023332595825,-0.20252497494220734,0.17706331610679626,0.18449702858924866,0,0,-8.326538911515271,0.6199176617523068,0,0.03266765549778938,3
-0.30197128653526306,1.2069497108459473,-0.607873797416687,-0.17273269593715668,0.18567541241645813,0.1722419112920761,0,0,-10.45878774550545,0.6319392029983895,0,0.03198108822107315,2
-0.3079053461551666,1.2030094861984253,-0.6004418134689331,-0.17601868510246277,0.192752406001091,0.14153996109962463,0,0,-10.337162084354192,0.6257099649162872,0,0.027282167226076126,3
-0.3137544095516205,1.19898521900177,-0.5898029208183289,-0.17950257658958435,0.1976778656244278,0.09850932657718658,0,0,-9.697004140899793,0.6165133065398766,0,0.019473113119602203,3
-0.31952327489852905,1.194892168045044,-0.5796952247619629,-0.182290181517601,0.20050472021102905,0.056537069380283356,0,0,-8.878312231980798,0.6076810474000208,0,0.011335949413478374,3
-0.3252277374267578,1.19072425365448,-0.5715787410736084,-0.18539530038833618,0.20164722204208374,0.022849978879094124,0,0,-8.090338205044983,0.6008940611883711,0,0.0046076346188783646,3
-0.3308629095554352,1.1864696741104126,-0.5629078149795532,-0.1890101134777069,0.2010352611541748,-0.012239202857017517,0,0,-7.088823575258824,0.5937929137934226,0,-0.002460511401295662,3
-0.33641090989112854,1.1821401119232178,-0.5519638657569885,-0.1920469105243683,0.19817900657653809,-0.05712483450770378,0,0,-5.629554064847946,0.5844194711501577,0,-0.011320943012833595,3
-0.3418833613395691,1.1777300834655762,-0.5424875617027283,-0.19537144899368286,0.1933881938457489,-0.09581620246171951,0,0,-4.1254479143185785,0.5765958357687397,0,-0.018529722467064857,3
